# Wavelength Flux(Normalised) Flux(Original)
4059.4186 -2.711991e-02  1.806414e+03
4060.3884 -2.561926e-02  1.789675e+03
4061.3582 -2.930856e-02  1.733679e+03
4062.3280 -3.262366e-02  1.682117e+03
4063.2978 -2.595161e-02  1.710506e+03
4064.2676 -2.264610e-02  1.713839e+03
4065.2375 -1.987369e-02  1.714344e+03
4066.2073 -9.836759e-03  1.773273e+03
4067.1771 -1.299960e-02  1.729728e+03
4068.1469 -1.425976e-02  1.702381e+03
4069.1167 -1.011146e-02  1.718750e+03
4070.0865 -1.191454e-02  1.689504e+03
4071.0563 -9.304974e-03  1.696072e+03
4072.0261 -8.028856e-03  1.693251e+03
4072.9959 -1.121220e-02  1.656435e+03
4073.9658 -1.212383e-02  1.638499e+03
4074.9356 -2.542892e-03  1.704028e+03
4075.9054 -3.126699e-03  1.690616e+03
4076.8752 -2.173470e-03  1.690210e+03
4077.8450 -2.120040e-03  1.683625e+03
4078.8148  9.315156e-03  1.767368e+03
4079.7846  1.064653e-02  1.772525e+03
4080.7544  1.222368e-02  1.780418e+03
4081.7242  1.970875e-02  1.835526e+03
4082.6940  1.014401e-02  1.757363e+03
4083.6639  9.285918e-03  1.748360e+03
4084.6337  6.739971e-03  1.726785e+03
4085.6035  3.899901e-03  1.703567e+03
4086.5733  1.144018e-02  1.762587e+03
4087.5431  2.617337e-02  1.878766e+03
4088.5129  2.070531e-02  1.836751e+03
4089.4827  3.625262e-03  1.704034e+03
4090.4525  1.932479e-02  1.829529e+03
4091.4223  1.657557e-02  1.810536e+03
4092.3921  3.387792e-03  1.709999e+03
4093.3620  1.015425e-02  1.766797e+03
4094.3318  1.248330e-02  1.789180e+03
4095.3016 -3.226746e-04  1.693041e+03
4096.2714 -3.439368e-03  1.673490e+03
4097.2412 -1.306006e-02  1.603222e+03
4098.2110 -2.688424e-02  1.500303e+03
4099.1808 -3.087215e-02  1.475072e+03
4100.1506 -4.387244e-02  1.379354e+03
4101.1204 -5.059170e-02  1.333344e+03
4102.0902 -5.899877e-02  1.274389e+03
4103.0601 -2.750597e-02  1.529369e+03
4104.0299 -2.244119e-02  1.576902e+03
4104.9997  4.377091e-03  1.795702e+03
4105.9695  1.015529e-02  1.849377e+03
4106.9393  4.226015e-03  1.811272e+03
4107.9091 -2.466984e-03  1.767396e+03
4108.8789  2.414489e-03  1.814718e+03
4109.8487  1.659116e-02  1.935310e+03
4110.8185  2.387443e-03  1.833012e+03
4111.7884  1.269051e-02  1.923529e+03
4112.7582  1.847262e-02  1.978678e+03
4113.7280  2.195862e-02  2.015936e+03
4114.6978  1.161236e-02  1.944612e+03
4115.6676  1.925450e-02  2.014819e+03
4116.6374  1.961000e-02  2.027875e+03
4117.6072  6.468335e-03  1.934952e+03
4118.5770 -1.131289e-04  1.893700e+03
4119.5468 -5.477800e-03  1.862108e+03
4120.5166  9.416422e-04  1.923229e+03
4121.4865  9.962667e-03  2.004877e+03
4122.4563  1.030532e-02  2.018378e+03
4123.4261  1.772641e-02  2.087579e+03
4124.3959  2.181720e-02  2.130654e+03
4125.3657  4.744190e-03  2.007417e+03
4126.3355  2.366500e-03  1.999729e+03
4127.3053  1.103767e-02  2.078919e+03
4128.2751  1.790052e-02  2.143917e+03
4129.2449  8.182257e-03  2.078597e+03
4130.2147  8.214019e-03  2.089926e+03
4131.1846  8.992057e-03  2.107125e+03
4132.1544  4.346266e-03  2.081687e+03
4133.1242  1.333528e-02  2.163416e+03
4134.0940  8.297752e-03  2.134876e+03
4135.0638  1.288812e-02  2.181997e+03
4136.0336  1.647001e-02  2.221166e+03
4137.0034  5.249630e-03  2.143954e+03
4137.9732  6.662376e-03  2.166009e+03
4138.9430  4.148498e-03  2.157162e+03
4139.9128 -2.538689e-03  2.115467e+03
4140.8827 -1.740235e-02  2.009456e+03
4141.8525 -1.403570e-02  2.046691e+03
4142.8223 -9.429744e-03  2.093614e+03
4143.7921 -1.802640e-02  2.036700e+03
4144.7619 -1.063611e-02  2.105389e+03
4145.7317  1.053405e-04  2.200355e+03
4146.7015  3.756669e-03  2.239522e+03
4147.6713  9.437091e-03  2.294568e+03
4148.6411  3.242751e-03  2.256200e+03
4149.6110  4.617606e-04  2.244586e+03
4150.5808  8.421425e-03  2.317320e+03
4151.5506 -2.243758e-03  2.243574e+03
4152.5204  1.220066e-03  2.280805e+03
4153.4902  1.314067e-02  2.384425e+03
4154.4600  5.391659e-03  2.333346e+03
4155.4298  3.367526e-04  2.303356e+03
4156.3996  2.730002e-03  2.331821e+03
4157.3694  9.122048e-03  2.391626e+03
4158.3392  1.141695e-02  2.419133e+03
4159.3091  1.633948e-02  2.467199e+03
4160.2789  1.443384e-02  2.461497e+03
4161.2487  1.233831e-02  2.454205e+03
4162.2185  6.863507e-03  2.420253e+03
4163.1883 -5.301885e-03  2.333612e+03
4164.1581 -1.286265e-02  2.283065e+03
4165.1279 -4.162210e-03  2.360238e+03
4166.0977  1.090356e-04  2.402494e+03
4167.0675 -2.904925e-03  2.387385e+03
4168.0373  4.385158e-03  2.453167e+03
4169.0072 -5.873997e-03  2.380904e+03
4169.9770 -4.123775e-03  2.402936e+03
4170.9468 -9.748896e-03  2.366893e+03
4171.9166 -7.558998e-03  2.392176e+03
4172.8864 -1.551978e-02  2.337568e+03
4173.8562 -5.183028e-03  2.426683e+03
4174.8260 -2.264754e-02  2.297166e+03
4175.7958 -1.829591e-02  2.339031e+03
4176.7656 -8.760585e-03  2.421540e+03
4177.7354 -1.642813e-02  2.368725e+03
4178.7053 -3.778392e-03  2.475511e+03
4179.6751 -1.412350e-02  2.401447e+03
4180.6449 -1.346023e-02  2.413813e+03
4181.6147 -5.646485e-03  2.482284e+03
4182.5845 -1.230132e-02  2.436927e+03
4183.5543 -2.319652e-02  2.358140e+03
4184.5241 -2.798000e-02  2.327295e+03
4185.4939 -1.607306e-02  2.427547e+03
4186.4637 -2.544176e-02  2.360467e+03
4187.4336 -2.256100e-02  2.389577e+03
4188.4034 -9.615856e-03  2.497702e+03
4189.3732 -1.780261e-02  2.439628e+03
4190.3430 -2.539428e-02  2.386138e+03
4191.3128 -1.268619e-02  2.492120e+03
4192.2826  6.668639e-04  2.603082e+03
4193.2524 -7.010080e-03  2.548648e+03
4194.2222 -1.603392e-03  2.596968e+03
4195.1920 -2.031193e-03  2.599339e+03
4196.1618 -7.641534e-03  2.560886e+03
4197.1317 -2.069305e-02  2.463857e+03
4198.1015 -8.461962e-04  2.625338e+03
4199.0713  1.894288e-02  2.786282e+03
4200.0411  7.472523e-03  2.701432e+03
4201.0109 -1.638284e-02  2.519150e+03
4201.9807 -9.118871e-03  2.581399e+03
4202.9505 -2.774661e-03  2.636340e+03
4203.9203 -1.257166e-02  2.564328e+03
4204.8901 -1.103696e-03  2.659392e+03
4205.8599  1.354764e-02  2.779405e+03
4206.8298  5.509744e-05  2.678121e+03
4207.7996 -1.620151e-02  2.555040e+03
4208.7694  4.018005e-03  2.718606e+03
4209.7392 -3.060712e-03  2.667529e+03
4210.7090 -2.288951e-03  2.678092e+03
4211.6788 -1.382014e-02  2.591882e+03
4212.6486 -4.354614e-03  2.670652e+03
4213.6184 -1.148386e-03  2.700158e+03
4214.5882  2.209220e-03  2.730792e+03
4215.5580  1.606428e-03  2.730236e+03
4216.5279  5.209892e-03  2.762684e+03
4217.4977 -2.503383e-03  2.706121e+03
4218.4675 -8.281471e-03  2.664713e+03
4219.4373 -1.197439e-02  2.639642e+03
4220.4071 -1.465135e-02  2.622504e+03
4221.3769 -3.138190e-03  2.716855e+03
4222.3467  5.486745e-03  2.788454e+03
4223.3165  1.928654e-03  2.764240e+03
4224.2863  7.534329e-04  2.758710e+03
4225.2562  5.711883e-03  2.801349e+03
4226.2260  6.854600e-03  2.813950e+03
4227.1958  4.730029e-03  2.800826e+03
4228.1656  5.417571e-04  2.771440e+03
4229.1354 -7.465047e-03  2.712000e+03
4230.1052 -1.082242e-02  2.689067e+03
4231.0750  8.843888e-03  2.847075e+03
4232.0448  1.607518e-02  2.907302e+03
4233.0146  3.006766e-03  2.807932e+03
4233.9844  1.755753e-03  2.801420e+03
4234.9543  5.024070e-03  2.830401e+03
4235.9241 -5.654436e-03  2.749724e+03
4236.8939 -6.284983e-04  2.792463e+03
4237.8637 -4.160866e-03  2.767904e+03
4238.8335  1.473857e-03  2.815377e+03
4239.8033 -1.073233e-02  2.722590e+03
