# Wavelength Flux(Normalised) Flux(Original)
6177.6980  2.300695e-02  2.514839e+04
6177.9541  2.196772e-02  2.525678e+04
6178.2101  2.072617e-02  2.532937e+04
6178.4661  1.825591e-02  2.524694e+04
6178.7221  1.352224e-02  2.488926e+04
6178.9781  1.133018e-02  2.481710e+04
6179.2341  1.053196e-02  2.489702e+04
6179.4901  1.223313e-02  2.525836e+04
6179.7461  1.159398e-02  2.533716e+04
6180.0022  6.940560e-03  2.493860e+04
6180.2582  4.737511e-03  2.481691e+04
6180.5142  4.550701e-03  2.492182e+04
6180.7702  4.408733e-03  2.502381e+04
6181.0262  1.721946e-03  2.482124e+04
6181.2822 -1.948206e-03  2.449653e+04
6181.5382 -1.717744e-04  2.479979e+04
6181.7942  1.620430e-03  2.509806e+04
6182.0503  2.719365e-03  2.530897e+04
6182.3063  2.401211e-03  2.534840e+04
6182.5623  1.918934e-03  2.536276e+04
6182.8183 -6.491886e-04  2.512822e+04
6183.0743 -1.217648e-03  2.512147e+04
6183.3303 -2.816016e-03  2.498950e+04
6183.5863 -2.995978e-03  2.501806e+04
6183.8424 -3.885106e-03  2.495929e+04
6184.0984 -1.621382e-03  2.526379e+04
6184.3544 -1.725386e-03  2.528804e+04
6184.6104 -1.820794e-03  2.530935e+04
6184.8664 -2.709285e-03  2.523446e+04
6185.1224 -2.113233e-03  2.532917e+04
6185.3784 -2.699404e-03  2.528272e+04
6185.6344 -5.598588e-03  2.496344e+04
6185.8905 -7.971050e-04  2.553921e+04
6186.1465 -5.361778e-03  2.502004e+04
6186.4025 -4.471506e-03  2.513442e+04
6186.6585 -2.700266e-03  2.534913e+04
6186.9145 -2.692034e-03  2.535602e+04
6187.1705 -2.340593e-03  2.540086e+04
6187.4265 -2.449767e-03  2.539007e+04
6187.6825 -4.902249e-04  2.561873e+04
6187.9386 -4.312729e-03  2.517151e+04
6188.1946 -5.697694e-04  2.560500e+04
6188.4506 -1.949898e-03  2.543972e+04
6188.7066 -2.019928e-03  2.542597e+04
6188.9626 -3.053427e-03  2.529875e+04
6189.2186 -5.001511e-03  2.506387e+04
6189.4746 -6.644466e-03  2.486367e+04
6189.7306 -1.918063e-03  2.540542e+04
6189.9867  1.323615e-03  2.577334e+04
6190.2427  8.929835e-04  2.571245e+04
6190.4987 -5.394944e-04  2.553424e+04
6190.7547  1.784859e-04  2.560639e+04
6191.0107 -2.158061e-03  2.532203e+04
6191.2667  2.283061e-03  2.582778e+04
6191.5227  3.519166e-03  2.595963e+04
6191.7787  2.585724e-03  2.583840e+04
6192.0348  2.583242e-03  2.582572e+04
6192.2908  3.483562e-04  2.555277e+04
6192.5468 -1.594858e-03  2.531395e+04
6192.8028 -1.815668e-03  2.527616e+04
6193.0588 -1.960750e-03  2.524743e+04
6193.3148 -1.367856e-05  2.546296e+04
6193.5708 -6.296576e-04  2.537995e+04
6193.8268  8.407969e-04  2.554064e+04
6194.0829  3.281960e-03  2.581495e+04
6194.3389  1.627410e-03  2.561214e+04
6194.5949  3.859090e-03  2.586303e+04
6194.8509  2.267193e-03  2.566861e+04
6195.1069 -3.021343e-03  2.504372e+04
6195.3629 -3.559047e-03  2.497345e+04
6195.6189 -9.222022e-04  2.527402e+04
6195.8749  5.646162e-04  2.544117e+04
6196.1310  3.525450e-03  2.578092e+04
6196.3870  2.454086e-03  2.565121e+04
6196.6430  5.496786e-03  2.600200e+04
6196.8990  2.016163e-03  2.559289e+04
6197.1550  2.658685e-03  2.566538e+04
6197.4110  4.292057e-03  2.585422e+04
6197.6670  4.737597e-03  2.590538e+04
6197.9230  7.718026e-03  2.625298e+04
6198.1791  3.505550e-03  2.576266e+04
6198.4351  6.877152e-03  2.615759e+04
6198.6911  6.120835e-03  2.607204e+04
6198.9471  4.630336e-03  2.590174e+04
6199.2031  3.398703e-03  2.576252e+04
6199.4591  2.766095e-03  2.569404e+04
6199.7151  4.180477e-03  2.586515e+04
6199.9711  4.539964e-03  2.591414e+04
6200.2272  1.959766e-03  2.562123e+04
6200.4832  1.899182e-03  2.562302e+04
6200.7392  2.926290e-03  2.575253e+04
6200.9952  1.435294e-03  2.558929e+04
6201.2512  4.644552e-04  2.548760e+04
6201.5072  1.562719e-03  2.562805e+04
6201.7632 -2.748940e-03  2.513853e+04
6202.0192 -5.080321e-03  2.488078e+04
6202.2753 -7.114621e-03  2.465854e+04
6202.5313 -4.912647e-03  2.493113e+04
6202.7873 -3.104274e-03  2.515867e+04
6203.0433 -8.622182e-04  2.543760e+04
6203.2993 -1.807802e-03  2.534563e+04
6203.5553 -1.352175e-03  2.541787e+04
6203.8113 -1.914725e-03  2.537217e+04
6204.0673 -1.974060e-03  2.538593e+04
6204.3234 -1.816711e-03  2.542572e+04
6204.5794  9.042594e-04  2.576521e+04
6204.8354 -3.177123e-04  2.564564e+04
6205.0914 -1.926789e-03  2.548166e+04
