# Wavelength Flux(Normalised) Flux(Original)
6184.7308  1.571719e-03  2.112724e+04
6184.9820  1.202829e-03  2.112431e+04
6185.2331  1.210552e-03  2.117286e+04
6185.4843  2.157342e-03  2.135502e+04
6185.7355  1.737082e-03  2.133486e+04
6185.9866  2.511973e-04  2.115645e+04
6186.2378  7.358571e-04  2.126240e+04
6186.4890  9.622445e-04  2.132803e+04
6186.7401  1.839949e-03  2.148604e+04
6186.9913 -1.663647e-03  2.100310e+04
6187.2425 -2.304824e-03  2.093503e+04
6187.4937 -3.172937e-04  2.124788e+04
6187.7448 -6.280728e-05  2.130610e+04
6187.9960 -5.038125e-05  2.132709e+04
6188.2472  2.366705e-03  2.169667e+04
6188.4983  5.827885e-04  2.145228e+04
6188.7495  1.287217e-03  2.156889e+04
6189.0007  1.495296e-03  2.161161e+04
6189.2519  1.340103e-03  2.159995e+04
6189.5030  1.991393e-04  2.144326e+04
6189.7542 -6.006474e-04  2.133502e+04
6190.0054 -1.066294e-03  2.127429e+04
6190.2565  4.261065e-04  2.149780e+04
6190.5077 -4.378660e-04  2.137688e+04
6190.7589  9.930790e-04  2.158946e+04
6191.0100  1.538267e-03  2.167208e+04
6191.2612 -1.765570e-03  2.119293e+04
6191.5124 -2.312066e-03  2.111489e+04
6191.7636 -1.157116e-04  2.143590e+04
6192.0147  7.527845e-05  2.146404e+04
6192.2659  1.009407e-04  2.146753e+04
6192.5171  1.703161e-03  2.170027e+04
6192.7682  2.539665e-03  2.182098e+04
6193.0194  9.344043e-04  2.158544e+04
6193.2706 -3.930837e-04  2.139004e+04
6193.5217  1.455677e-03  2.165724e+04
6193.7729  9.631721e-04  2.158299e+04
6194.0241 -2.432165e-03  2.108548e+04
6194.2753 -7.317744e-04  2.133044e+04
6194.5264 -1.823761e-03  2.116833e+04
6194.7776 -2.581375e-03  2.105487e+04
6195.0288 -1.510708e-03  2.120780e+04
6195.2799 -1.615394e-03  2.118943e+04
6195.5311 -2.630317e-03  2.103843e+04
6195.7823 -2.945582e-03  2.098944e+04
6196.0334 -1.663410e-03  2.117334e+04
6196.2846 -1.646656e-03  2.117293e+04
6196.5358 -1.463917e-03  2.119685e+04
6196.7870  1.505209e-03  2.162701e+04
6197.0381  3.561683e-03  2.192435e+04
6197.2893  1.815939e-03  2.166777e+04
6197.5405  3.326323e-03  2.188595e+04
6197.7916  4.038719e-03  2.198809e+04
6198.0428  3.469855e-03  2.190376e+04
6198.2940  4.055109e-03  2.198792e+04
6198.5452  3.463425e-03  2.190085e+04
6198.7963  4.375596e-03  2.203326e+04
6199.0475  1.078560e-03  2.155257e+04
6199.2987 -6.544529e-04  2.130014e+04
6199.5498  1.095246e-03  2.155563e+04
6199.8010 -1.396211e-04  2.137652e+04
6200.0522 -2.218550e-05  2.139486e+04
6200.3033  1.497510e-03  2.161794e+04
6200.5545  7.849807e-05  2.141313e+04
6200.8057  6.169215e-04  2.149398e+04
6201.0569 -5.407731e-04  2.132805e+04
6201.3080 -3.711987e-03  2.086908e+04
6201.5592 -6.056681e-03  2.053097e+04
6201.8104 -5.882563e-03  2.056036e+04
6202.0615 -5.711549e-03  2.058971e+04
6202.3127 -6.777336e-03  2.043922e+04
6202.5639 -6.162941e-03  2.053403e+04
6202.8150 -4.080114e-03  2.084325e+04
6203.0662 -4.253883e-03  2.082403e+04
6203.3174 -2.316820e-03  2.111285e+04
6203.5686 -1.513129e-03  2.123692e+04
6203.8197 -6.765400e-04  2.136620e+04
6204.0709  6.710016e-04  2.157035e+04
6204.3221  1.784347e-04  2.150675e+04
6204.5732 -7.365173e-04  2.138200e+04
6204.8244  1.398250e-03  2.170211e+04
6205.0756 -1.231971e-03  2.132818e+04
6205.3268  6.036382e-04  2.160549e+04
6205.5779  5.746576e-04  2.161145e+04
6205.8291  1.516275e-04  2.156037e+04
6206.0803  2.624040e-03  2.193165e+04
6206.3314  1.827933e-03  2.182695e+04
6206.5826  2.495189e-03  2.193589e+04
6206.8338  1.615249e-03  2.181971e+04
6207.0849  1.998209e-03  2.188793e+04
6207.3361  2.438726e-03  2.196489e+04
6207.5873  4.148740e-03  2.222721e+04
6207.8385  3.414016e-03  2.213357e+04
6208.0896  2.640592e-03  2.203461e+04
6208.3408  2.359353e-03  2.200771e+04
6208.5920  3.089726e-03  2.212854e+04
6208.8431  2.686299e-03  2.208443e+04
6209.0943  2.621459e-03  2.208996e+04
6209.3455  1.990715e-03  2.201330e+04
6209.5966  3.688327e-03  2.227625e+04
6209.8478 -2.860222e-04  2.171284e+04
6210.0990 -1.297079e-03  2.158155e+04
6210.3502 -5.147104e-04  2.171188e+04
6210.6013 -9.705789e-04  2.166199e+04
6210.8525  1.077625e-03  2.197727e+04
6211.1037  1.686361e-03  2.208297e+04
6211.3548  1.934466e-03  2.213634e+04
6211.6060  1.632398e-03  2.210972e+04
6211.8572 -1.773839e-03  2.163090e+04
6212.1083  3.358285e-04  2.195613e+04
6212.3595  6.508630e-04  2.201998e+04
6212.6107  6.810893e-04  2.204250e+04
6212.8619  7.278852e-04  2.206757e+04
6213.1130  2.441110e-04  2.201547e+04
6213.3642 -6.829617e-04  2.189889e+04
6213.6154  1.279717e-03  2.220358e+04
6213.8665  4.112686e-04  2.209579e+04
6214.1177 -4.168257e-04  2.199397e+04
6214.3689  3.372611e-04  2.212284e+04
6214.6201 -9.258959e-04  2.195780e+04
6214.8712 -9.959143e-04  2.196672e+04
6215.1224 -6.374859e-04  2.203814e+04
6215.3736 -2.595810e-04  2.211246e+04
6215.6247  7.227692e-04  2.227492e+04
6215.8759  4.658044e-04  2.225680e+04
6216.1271 -2.057723e-03  2.190839e+04
6216.3782  1.903564e-04  2.225540e+04
6216.6294  1.476092e-03  2.246216e+04
6216.8806  1.034922e-03  2.241726e+04
6217.1318  7.986197e-04  2.240221e+04
6217.3829  5.370813e-05  2.231301e+04
6217.6341  2.432262e-03  2.267900e+04
6217.8853  3.343631e-03  2.283113e+04
6218.1364  1.883161e-03  2.263755e+04
6218.3876  7.338543e-04  2.248928e+04
6218.6388 -1.191383e-03  2.222787e+04
6218.8899 -3.127459e-04  2.237501e+04
6219.1411 -1.099404e-03  2.227939e+04
6219.3923  1.440355e-04  2.247955e+04
6219.6435  9.093561e-04  2.260995e+04
6219.8946  4.880324e-04  2.256731e+04
6220.1458  5.010001e-04  2.258786e+04
6220.3970 -1.022268e-04  2.251849e+04
6220.6481  6.127519e-04  2.264112e+04
6220.8993  2.786654e-06  2.257054e+04
6221.1505 -7.839503e-04  2.247406e+04
6221.4017  5.526446e-04  2.268689e+04
6221.6528 -1.222771e-03  2.244604e+04
6221.9040 -1.291427e-03  2.245379e+04
6222.1552 -1.128772e-03  2.249508e+04
6222.4063 -1.229451e-03  2.249784e+04
6222.6575 -1.086449e-03  2.253595e+04
6222.9087 -2.698569e-03  2.231809e+04
6223.1598 -9.670304e-04  2.258735e+04
6223.4110 -3.499544e-03  2.223500e+04
6223.6622 -2.440423e-03  2.240589e+04
6223.9134 -1.616629e-03  2.254229e+04
6224.1645 -1.165966e-03  2.262411e+04
6224.4157 -9.257862e-04  2.267505e+04
6224.6669 -1.588055e-03  2.259427e+04
6224.9180 -2.167836e-03  2.252529e+04
6225.1692 -2.642893e-03  2.247136e+04
6225.4204 -2.950532e-03  2.244161e+04
6225.6715 -3.688094e-03  2.234897e+04
6225.9227 -3.042969e-03  2.245762e+04
6226.1739 -1.123606e-03  2.275173e+04
6226.4251  1.681719e-03  2.317473e+04
6226.6762  4.528628e-04  2.300955e+04
6226.9274 -4.450468e-04  2.289237e+04
6227.1786 -2.671880e-04  2.293172e+04
6227.4297 -6.144717e-04  2.289429e+04
6227.6809 -1.413169e-03  2.279082e+04
6227.9321 -9.628918e-04  2.286912e+04
6228.1832  3.202540e-04  2.306854e+04
6228.4344 -1.256107e-03  2.285096e+04
6228.6856 -3.418424e-04  2.299610e+04
6228.9368  1.426027e-03  2.326538e+04
6229.1879  9.796846e-04  2.321170e+04
6229.4391 -4.523084e-04  2.301411e+04
6229.6903  1.062770e-03  2.324575e+04
6229.9414  1.497589e-03  2.331969e+04
6230.1926  1.251140e-04  2.312996e+04
6230.4438  6.697743e-04  2.321936e+04
6230.6950 -4.622442e-04  2.306414e+04
6230.9461 -1.079930e-04  2.312524e+04
6231.1973 -7.732285e-04  2.303749e+04
6231.4485 -1.407920e-03  2.295392e+04
6231.6996 -2.480895e-04  2.313160e+04
