# Wavelength Flux(Normalised) Flux(Original)
6175.8828  4.338358e-01  8.511998e+03
6176.1393  1.380283e-01  7.203938e+03
6176.3957  7.655174e-02  6.955283e+03
6176.6522  2.706754e-02  6.759496e+03
6176.9087 -1.268704e-02  6.606384e+03
6177.1651  2.323119e-03  6.699884e+03
6177.4216  3.158726e-03  6.727937e+03
6177.6781  2.170844e-02  6.834959e+03
6177.9345  1.777737e-02  6.839023e+03
6178.1910  4.316435e-03  6.798808e+03
6178.4475 -5.489991e-03  6.774045e+03
6178.7040  4.398233e-03  6.837396e+03
6178.9604 -9.327710e-03  6.792832e+03
6179.2169 -4.617155e-02  6.642639e+03
6179.4734 -2.447929e-02  6.756527e+03
6179.7298  4.597913e-02  7.090305e+03
6179.9863  2.827086e-01  8.175987e+03
6180.2428  4.850950e-01  9.105371e+03
6180.4992  4.499480e-01  8.958590e+03
6180.7557  8.818690e-02  7.332382e+03
6181.0122  3.209526e-02  7.089314e+03
6181.2686  1.348605e-02  7.015258e+03
6181.5251 -2.870801e-02  6.833773e+03
6181.7816 -5.161778e-02  6.738973e+03
6182.0380 -4.500758e-02  6.777225e+03
6182.2945 -3.732602e-03  6.971850e+03
6182.5510 -5.819615e-03  6.969625e+03
6182.8074  3.014498e-03  7.016333e+03
6183.0639 -9.794129e-05  7.008471e+03
6183.3204  1.088055e-02  7.063942e+03
6183.5768 -1.576646e-02  6.948637e+03
6183.8333 -3.850982e-02  6.850592e+03
6184.0898 -5.583690e-03  7.004189e+03
6184.3462  1.821475e-02  7.116096e+03
6184.6027  3.763714e-02  7.207844e+03
6184.8592 -4.635619e-04  7.038842e+03
6185.1156 -1.469481e-02  6.977598e+03
6185.3721  6.125439e-03  7.074755e+03
6185.6286  2.912231e-03  7.062837e+03
6185.8850 -1.869293e-02  6.967402e+03
6186.1415 -5.773481e-02  6.792793e+03
6186.3980  6.135165e-03  7.083879e+03
6186.6544  3.473704e-02  7.215095e+03
6186.9109 -5.344733e-03  7.035174e+03
6187.1674 -1.755738e-02  6.981254e+03
6187.4238 -5.229742e-02  6.825189e+03
6187.6803  1.027810e-03  7.067680e+03
6187.9368  2.690592e-02  7.185779e+03
6188.1932  2.301893e-02  7.169007e+03
6188.4497 -1.010629e-02  7.019760e+03
6188.7062 -2.065853e-03  7.056789e+03
6188.9626  1.854125e-02  7.150630e+03
6189.2191 -2.761739e-02  6.942132e+03
6189.4756 -8.765461e-03  7.027896e+03
6189.7321 -1.322470e-02  7.008072e+03
6189.9885  2.136131e-02  7.164978e+03
6190.2450  3.618408e-02  7.232377e+03
6190.5015 -3.577309e-03  7.052635e+03
6190.7579 -1.504866e-02  7.000955e+03
6191.0144 -1.440748e-02  7.004105e+03
6191.2709  3.641746e-02  7.234453e+03
6191.5273  6.592380e-02  7.368293e+03
6191.7838  5.402264e-02  7.314684e+03
6192.0403  5.374574e-02  7.313722e+03
6192.2967  3.033098e-02  7.208035e+03
6192.5532  1.138372e-02  7.122607e+03
6192.8097 -2.060413e-02  6.978180e+03
6193.0661  2.255706e-02  7.174018e+03
6193.3226  4.958478e-02  7.296863e+03
6193.5791  2.322741e-02  7.178072e+03
6193.8355  3.275845e-02  7.221816e+03
6194.0920  8.650798e-03  7.113330e+03
6194.3485  6.235823e-02  7.357201e+03
6194.6049  1.775423e-02  7.156057e+03
6194.8614  1.430894e-02  7.141322e+03
6195.1179 -4.640698e-03  7.056471e+03
6195.3743 -2.259666e-02  6.976196e+03
6195.6308 -2.185182e-02  6.980667e+03
6195.8873 -8.761688e-02  6.684111e+03
6196.1437 -7.798549e-03  7.046740e+03
6196.4002  6.716040e-02  7.387457e+03
6196.6567  9.803912e-03  7.129232e+03
6196.9131  2.313211e-02  7.191109e+03
6197.1696  4.752195e-02  7.303158e+03
6197.4261  9.868586e-03  7.134413e+03
6197.6825 -3.114444e-02  6.950553e+03
6197.9390 -8.750652e-03  7.053850e+03
