# Wavelength Flux(Normalised) Flux(Original)
4059.4186 -3.803226e-02  1.706951e+03
4060.3884 -3.485426e-02  1.703251e+03
4061.3582 -3.072850e-02  1.708210e+03
4062.3280 -2.981783e-02  1.690383e+03
4063.2978 -2.028880e-02  1.738985e+03
4064.2676 -1.102712e-02  1.786949e+03
4065.2375 -1.497206e-02  1.736632e+03
4066.2073 -1.558659e-02  1.712731e+03
4067.1771 -1.790960e-02  1.677199e+03
4068.1469 -1.137497e-02  1.709698e+03
4069.1167 -2.115554e-03  1.763929e+03
4070.0865 -1.697325e-02  1.637384e+03
4071.0563 -2.077798e-02  1.595317e+03
4072.0261 -8.564854e-03  1.675143e+03
4072.9959 -5.504949e-03  1.686961e+03
4073.9658 -1.429744e-02  1.610376e+03
4074.9356 -9.654520e-03  1.636103e+03
4075.9054 -6.311990e-03  1.652956e+03
4076.8752  5.422191e-03  1.734011e+03
4077.8450  2.283006e-03  1.703749e+03
4078.8148 -8.082399e-04  1.674692e+03
4079.7846  3.633764e-03  1.703271e+03
4080.7544  7.382923e-03  1.727409e+03
4081.7242  1.157798e-03  1.677068e+03
4082.6940  1.708645e-02  1.794564e+03
4083.6639  2.195464e-02  1.829333e+03
4084.6337  1.885604e-02  1.804685e+03
4085.6035  8.969483e-03  1.729487e+03
4086.5733  1.109366e-02  1.745515e+03
4087.5431  1.100407e-02  1.745447e+03
4088.5129  1.942143e-02  1.810127e+03
4089.4827  2.694448e-02  1.868619e+03
4090.4525  2.070655e-02  1.823846e+03
4091.4223  1.851467e-02  1.810106e+03
4092.3921  9.277457e-03  1.743714e+03
4093.3620  8.952963e-03  1.745024e+03
4094.3318  5.350620e-03  1.722060e+03
4095.3016 -3.497012e-03  1.659963e+03
4096.2714 -5.914008e-03  1.646786e+03
4097.2412 -1.114734e-02  1.612760e+03
4098.2110 -3.131961e-02  1.466425e+03
4099.1808 -4.108433e-02  1.398955e+03
4100.1506 -4.007393e-02  1.413105e+03
4101.1204 -4.795409e-02  1.360519e+03
4102.0902 -3.594575e-02  1.458263e+03
4103.0601 -3.265213e-02  1.490566e+03
4104.0299 -3.056759e-02  1.514029e+03
4104.9997 -1.726101e-02  1.622404e+03
4105.9695 -8.795270e-04  1.754224e+03
4106.9393  7.812881e-03  1.828282e+03
4107.9091  1.921115e-02  1.922973e+03
4108.8789  1.933287e-02  1.932814e+03
4109.8487  2.169749e-02  1.959770e+03
4110.8185  1.791934e-02  1.940577e+03
4111.7884  2.529500e-02  2.005690e+03
4112.7582  2.547947e-02  2.016721e+03
4113.7280  1.640101e-02  1.958031e+03
4114.6978  5.566328e-03  1.886234e+03
4115.6676  2.438559e-03  1.872699e+03
4116.6374  6.635817e-03  1.914536e+03
4117.6072  3.560948e-03  1.901627e+03
4118.5770  1.219516e-03  1.894351e+03
4119.5468  6.804230e-03  1.946951e+03
4120.5166  1.009114e-02  1.982300e+03
4121.4865  1.030893e-02  1.994571e+03
4122.4563  1.932724e-03  1.942081e+03
4123.4261  6.327737e-03  1.985981e+03
4124.3959  5.072107e-03  1.987307e+03
4125.3657  1.763389e-02  2.092898e+03
4126.3355  1.020007e-02  2.047695e+03
4127.3053  1.308488e-02  2.080353e+03
4128.2751  2.027900e-02  2.145535e+03
4129.2449  1.974555e-02  2.152441e+03
4130.2147  1.581482e-02  2.133729e+03
4131.1846  1.272515e-02  2.121361e+03
4132.1544  7.759631e-03  2.094839e+03
4133.1242  4.605808e-04  2.050705e+03
4134.0940 -1.109702e-03  2.049768e+03
4135.0638  7.952362e-03  2.129010e+03
4136.0336  6.171527e-03  2.126438e+03
4137.0034  1.088727e-02  2.172839e+03
4137.9732  3.856885e-03  2.130604e+03
4138.9430 -8.299759e-03  2.049661e+03
4139.9128 -4.975770e-03  2.085447e+03
4140.8827 -1.109013e-02  2.049991e+03
4141.8525  2.834592e-03  2.165640e+03
4142.8223 -1.362985e-02  2.052007e+03
4143.7921  1.405850e-03  2.175924e+03
4144.7619  7.650832e-04  2.181530e+03
4145.7317 -9.182748e-03  2.116868e+03
4146.7015 -1.879251e-02  2.054689e+03
4147.6713 -3.046575e-03  2.183699e+03
4148.6411 -4.028209e-03  2.186459e+03
4149.6110  1.229620e-02  2.319685e+03
4150.5808  1.453863e-02  2.346612e+03
4151.5506  4.388259e-03  2.279979e+03
4152.5204  2.092226e-03  2.272509e+03
4153.4902 -1.668776e-03  2.253906e+03
4154.4600 -5.190102e-03  2.237024e+03
4155.4298  3.304829e-03  2.310695e+03
4156.3996  2.724092e-03  2.315818e+03
4157.3694 -3.076525e-03  2.281477e+03
4158.3392  1.019537e-02  2.390910e+03
4159.3091  1.153400e-02  2.410236e+03
4160.2789  7.406774e-03  2.388238e+03
4161.2487 -4.431745e-03  2.307979e+03
4162.2185 -1.958220e-03  2.335580e+03
4163.1883  1.300200e-02  2.457272e+03
4164.1581  1.186624e-02  2.457453e+03
4165.1279 -1.060359e-03  2.368597e+03
4166.0977  7.817972e-03  2.444118e+03
4167.0675  1.192762e-02  2.483570e+03
4168.0373 -1.122030e-02  2.317316e+03
4169.0072 -5.603597e-03  2.367936e+03
4169.9770 -3.586584e-03  2.391302e+03
4170.9468 -8.602526e-03  2.361519e+03
4171.9166 -2.110030e-02  2.275198e+03
4172.8864 -1.739395e-02  2.311007e+03
4173.8562 -9.495358e-03  2.378337e+03
4174.8260 -7.554731e-03  2.400626e+03
4175.7958 -2.291014e-02  2.292350e+03
4176.7656 -1.236375e-02  2.379353e+03
4177.7354 -9.384938e-03  2.409173e+03
4178.7053 -1.642326e-02  2.363335e+03
4179.6751 -1.862742e-02  2.353863e+03
4180.6449 -8.440895e-03  2.437756e+03
4181.6147 -1.839896e-02  2.369600e+03
4182.5845 -1.426353e-02  2.407655e+03
4183.5543 -6.849453e-03  2.470344e+03
4184.5241 -1.176701e-02  2.439920e+03
4185.4939 -1.062199e-02  2.455131e+03
4186.4637 -2.094256e-02  2.383763e+03
4187.4336 -1.651933e-02  2.423514e+03
