# Wavelength Flux(Normalised) Flux(Original)
6180.3170  6.170507e-03  1.459171e+04
6180.5716  6.953788e-03  1.475805e+04
6180.8262  3.984604e-03  1.450332e+04
6181.0809  3.707900e-03  1.454321e+04
6181.3355  6.305330e-03  1.489805e+04
6181.5901  5.427253e-03  1.486309e+04
6181.8447  4.975903e-03  1.487171e+04
6182.0994  4.739329e-03  1.490052e+04
6182.3540  4.129464e-03  1.488439e+04
6182.6086  3.597242e-03  1.487353e+04
6182.8633  1.353928e-03  1.466951e+04
6183.1179  1.935674e-03  1.477604e+04
6183.3725 -2.981121e-04  1.456707e+04
6183.6272 -4.693356e-05  1.463117e+04
6183.8818 -6.967405e-04  1.459257e+04
6184.1364 -1.700212e-03  1.451215e+04
6184.3911 -1.007776e-03  1.461756e+04
6184.6457  2.239194e-04  1.478053e+04
6184.9003 -1.014358e-03  1.466707e+04
6185.1549 -1.667478e-03  1.461647e+04
6185.4096 -1.127405e-03  1.469635e+04
6185.6642 -4.971362e-05  1.483401e+04
6185.9188 -1.534682e-03  1.468538e+04
6186.1735 -1.338281e-03  1.472170e+04
6186.4281 -1.135555e-03  1.475712e+04
6186.6827 -1.769753e-03  1.469811e+04
6186.9374 -1.604038e-03  1.472646e+04
6187.1920  2.207829e-04  1.493766e+04
6187.4466  1.561323e-03  1.509382e+04
6187.7012  1.012286e-03  1.503901e+04
6187.9559 -3.080641e-04  1.489745e+04
6188.2105  9.451791e-05  1.494613e+04
6188.4651  2.210140e-03  1.518400e+04
6188.7198 -5.353301e-04  1.488131e+04
6188.9744 -1.398829e-03  1.478670e+04
6189.2290 -1.510900e-03  1.477473e+04
6189.4837 -3.584317e-04  1.490243e+04
6189.7383  1.858687e-03  1.514766e+04
6189.9929  2.066176e-03  1.516919e+04
6190.2476  2.815980e-03  1.525036e+04
6190.5022  1.046916e-03  1.505140e+04
6190.7568 -8.613391e-04  1.483654e+04
6191.0114 -1.163264e-03  1.479960e+04
6191.2661  1.640734e-04  1.494318e+04
6191.5207  5.504598e-04  1.498199e+04
6191.7753  1.517138e-03  1.508494e+04
6192.0300  1.962806e-03  1.512983e+04
6192.2846  1.688448e-03  1.509459e+04
6192.5392  2.479572e-03  1.517748e+04
6192.7939  5.037679e-04  1.495307e+04
6193.0485  1.472157e-03  1.505543e+04
6193.3031  1.036883e-03  1.500191e+04
6193.5577 -3.873652e-04  1.483857e+04
6193.8124 -2.916831e-04  1.484397e+04
6194.0670 -2.210070e-04  1.484663e+04
6194.3216 -1.785794e-03  1.466779e+04
6194.5763 -3.525238e-03  1.446963e+04
6194.8309 -5.537676e-03  1.424128e+04
6195.0855 -3.991266e-03  1.440816e+04
6195.3402 -1.556256e-03  1.467383e+04
6195.5948 -2.034229e-03  1.461629e+04
6195.8494  1.295380e-03  1.498164e+04
6196.1041  1.579087e-03  1.500905e+04
6196.3587 -1.044316e-03  1.471395e+04
6196.6133  1.531948e-03  1.499634e+04
6196.8679  4.269498e-03  1.529690e+04
6197.1226  2.889968e-03  1.514065e+04
6197.3772  2.986914e-03  1.514859e+04
6197.6318  4.384235e-04  1.486314e+04
6197.8865 -7.997583e-05  1.480337e+04
6198.1411  1.133726e-03  1.493621e+04
6198.3957  1.351503e-03  1.495880e+04
6198.6504  4.036683e-04  1.485232e+04
6198.9050  4.203437e-04  1.485325e+04
6199.1596  1.021910e-03  1.491946e+04
6199.4142  2.570316e-03  1.509114e+04
6199.6689  2.404538e-03  1.507287e+04
6199.9235  1.310894e-03  1.495195e+04
6200.1781  3.326573e-04  1.484420e+04
6200.4328 -6.109542e-04  1.474066e+04
6200.6874 -4.825234e-05  1.480473e+04
6200.9420 -1.563704e-03  1.463845e+04
6201.1967 -2.970878e-03  1.448456e+04
6201.4513 -2.871049e-03  1.449836e+04
6201.7059 -4.674981e-03  1.430117e+04
6201.9605 -5.906714e-03  1.416789e+04
6202.2152 -7.004092e-03  1.404989e+04
6202.4698 -4.031955e-03  1.438405e+04
6202.7244 -3.444127e-03  1.445389e+04
6202.9791 -6.494080e-03  1.412024e+04
6203.2337 -5.635658e-03  1.422085e+04
6203.4883 -3.574027e-03  1.445540e+04
6203.7430 -1.584761e-03  1.468228e+04
6203.9976 -6.494785e-04  1.479251e+04
6204.2522 -2.680122e-03  1.457382e+04
6204.5069 -8.502566e-04  1.478406e+04
6204.7615  1.888553e-04  1.490686e+04
6205.0161  8.389557e-04  1.498682e+04
6205.2707 -8.990141e-04  1.480199e+04
6205.5254  9.100787e-04  1.501128e+04
6205.7800 -2.292604e-04  1.489357e+04
6206.0346  8.563487e-04  1.502318e+04
6206.2893  2.286766e-03  1.519139e+04
6206.5439  3.247742e-03  1.530778e+04
6206.7985  2.357863e-03  1.521900e+04
6207.0532  2.584283e-03  1.525444e+04
6207.3078  2.684956e-03  1.527621e+04
6207.5624  3.997167e-03  1.543277e+04
