# Wavelength Flux(Normalised) Flux(Original)
5987.7702  9.325111e-02  4.464702e+04
5988.1707  6.147957e-02  4.399270e+04
5988.5711  7.771353e-02  4.468520e+04
5988.9715 -2.340141e-01  3.609078e+04
5989.3719 -3.596692e-01  3.274913e+04
5989.7723 -3.614275e-01  3.290200e+04
5990.1728 -1.799329e-01  3.822862e+04
5990.5732  4.680340e-02  4.482574e+04
5990.9736  5.020551e-02  4.509709e+04
5991.3740  3.601973e-02  4.486248e+04
5991.7745  3.761067e-02  4.506595e+04
5992.1749  2.703550e-02  4.491744e+04
5992.5753  2.205739e-02  4.491970e+04
5992.9757  2.190259e-02  4.505113e+04
5993.3762  1.258990e-02  4.491656e+04
5993.7766  6.621313e-03  4.486989e+04
5994.1770  9.315184e-03  4.506182e+04
5994.5774  8.744079e-03  4.515525e+04
5994.9779  8.843098e-03  4.526173e+04
5995.3783  3.251781e-03  4.520161e+04
5995.7787  5.690591e-03  4.536321e+04
5996.1791 -1.121171e-03  4.525798e+04
5996.5796 -8.804007e-03  4.512316e+04
5996.9800 -1.245708e-03  4.541470e+04
5997.3804 -7.297471e-03  4.531676e+04
5997.7808 -1.568870e-02  4.514834e+04
5998.1813 -9.606718e-03  4.538517e+04
5998.5817 -6.776213e-03  4.552612e+04
5998.9821 -9.683343e-03  4.550105e+04
5999.3825 -1.515053e-02  4.540002e+04
5999.7830 -1.961676e-02  4.532393e+04
6000.1834 -1.063075e-02  4.562512e+04
6000.5838 -1.195560e-02  4.563164e+04
6000.9842 -1.331244e-02  4.563437e+04
6001.3847  1.922988e-03  4.610368e+04
6001.7851  1.115043e-02  4.640048e+04
6002.1855  3.579531e-03  4.621971e+04
6002.5859 -3.621611e-03  4.604711e+04
6002.9864 -1.305107e-02  4.580931e+04
6003.3868 -1.576093e-02  4.575955e+04
6003.7872 -1.580236e-02  4.578336e+04
6004.1876 -2.295507e-02  4.560424e+04
6004.5881 -2.328705e-02  4.561638e+04
6004.9885 -2.272929e-02  4.565212e+04
6005.3889 -2.179453e-02  4.569709e+04
6005.7893 -1.850063e-02  4.580743e+04
6006.1898 -2.196660e-02  4.572533e+04
6006.5902 -1.718911e-02  4.587524e+04
6006.9906 -1.954649e-02  4.582229e+04
6007.3910 -2.059790e-02  4.580532e+04
6007.7914 -2.022247e-02  4.582782e+04
6008.1919 -1.793438e-02  4.590362e+04
6008.5923 -1.541989e-02  4.598510e+04
6008.9927 -1.163733e-02  4.610181e+04
6009.3931 -2.433322e-02  4.575186e+04
6009.7936 -2.505453e-02  4.574010e+04
6010.1940 -3.299269e-02  4.552378e+04
6010.5944 -3.078096e-02  4.559417e+04
6010.9948 -3.504761e-02  4.548102e+04
6011.3953 -3.074724e-02  4.560992e+04
6011.7957 -1.832968e-02  4.596822e+04
6012.1961 -1.182036e-02  4.615927e+04
6012.5965 -1.449314e-02  4.609050e+04
6012.9970 -5.596502e-03  4.634893e+04
6013.3974  8.850740e-03  4.676435e+04
6013.7978  2.666727e-03  4.659626e+04
6014.1982 -5.013822e-03  4.638593e+04
6014.5987  7.440127e-03  4.674522e+04
6014.9991 -3.050377e-04  4.653334e+04
6015.3995  5.738762e-03  4.671167e+04
6015.7999  1.164791e-02  4.688642e+04
6016.2004  1.109462e-02  4.687864e+04
6016.6008  7.126641e-03  4.677456e+04
6017.0012  1.688510e-02  4.705905e+04
6017.4016  2.149338e-02  4.719820e+04
6017.8021  1.376574e-02  4.698880e+04
6018.2025  8.630506e-03  4.685311e+04
6018.6029  7.056837e-03  4.681856e+04
6019.0033  1.586766e-02  4.707816e+04
