# Wavelength Flux(Normalised) Flux(Original)
6176.2091  2.622787e-01  1.265270e+04
6176.4655  1.830306e-01  1.254505e+04
6176.7219  8.666658e-02  1.240280e+04
6176.9784  2.784893e-02  1.232944e+04
6177.2348  2.400741e-02  1.235801e+04
6177.4912 -6.542160e-02  1.222271e+04
6177.7477  3.061853e-02  1.243635e+04
6178.0041  1.333084e-01  1.266074e+04
6178.2606 -1.144765e-01  1.222041e+04
6178.5170  4.889636e-02  1.255616e+04
6178.7734  7.436279e-02  1.262944e+04
6179.0299 -4.140968e-02  1.243400e+04
6179.2863 -7.466087e-02  1.239318e+04
6179.5427  5.990062e-02  1.266839e+04
6179.7992 -1.373118e-02  1.254843e+04
6180.0556  7.119802e-02  1.272711e+04
6180.3121  1.288079e-02  1.263359e+04
6180.5685 -5.204373e-03  1.261500e+04
6180.8249  1.585729e-02  1.266933e+04
6181.0814  1.289094e-02  1.267715e+04
6181.3378  9.646086e-02  1.284764e+04
6181.5942  1.016339e-01  1.286887e+04
6181.8507  1.117059e-01  1.289845e+04
6182.1071 -5.652441e-02  1.258988e+04
6182.3636 -7.401215e-02  1.256562e+04
6182.6200 -5.547221e-02  1.260874e+04
6182.8764 -5.933415e-02  1.260874e+04
6183.1329 -1.370310e-01  1.246838e+04
6183.3893 -1.732211e-01  1.240587e+04
6183.6457 -5.717076e-03  1.272806e+04
6183.9022  9.945691e-02  1.293176e+04
6184.1586 -2.236056e-02  1.270553e+04
6184.4151 -1.185685e-01  1.252723e+04
6184.6715 -1.281552e-01  1.251231e+04
6184.9279 -6.151715e-02  1.264114e+04
6185.1844 -4.993895e-02  1.266540e+04
6185.4408 -7.752774e-02  1.261518e+04
6185.6972 -5.364513e-02  1.266198e+04
6185.9537  1.614065e-02  1.279528e+04
6186.2101 -9.978187e-03  1.274687e+04
6186.4666 -3.842776e-02  1.269378e+04
6186.7230 -1.385253e-02  1.274074e+04
6186.9794 -6.239298e-02  1.264917e+04
6187.2359 -5.243175e-03  1.275733e+04
6187.4923 -4.689511e-02  1.267841e+04
6187.7487  5.391097e-02  1.286881e+04
6188.0052 -8.023396e-02  1.261464e+04
6188.2616 -1.423170e-01  1.249667e+04
6188.5181 -7.199276e-02  1.262906e+04
6188.7745  4.605355e-02  1.285165e+04
6189.0309  1.379517e-01  1.302471e+04
6189.2874  1.197727e-01  1.298951e+04
6189.5438  6.016404e-03  1.277347e+04
6189.8002  1.388391e-01  1.302386e+04
6190.0567  9.014145e-02  1.293088e+04
6190.3131  3.411154e-03  1.276597e+04
6190.5696  1.007692e-01  1.294932e+04
6190.8260  1.294042e-01  1.300270e+04
6191.0824  1.849946e-01  1.310713e+04
6191.3389  1.557075e-01  1.305106e+04
6191.5953  9.979933e-02  1.294471e+04
6191.8517  3.795043e-02  1.282720e+04
6192.1082  1.094429e-01  1.296202e+04
6192.3646  1.918537e-02  1.279097e+04
6192.6211 -4.522886e-02  1.266891e+04
6192.8775  4.128570e-03  1.276219e+04
6193.1339  1.211250e-02  1.277733e+04
6193.3904  9.312179e-02  1.293074e+04
6193.6468 -9.671184e-02  1.257195e+04
6193.9032  1.264388e-02  1.277927e+04
6194.1597  1.174517e-01  1.297813e+04
6194.4161  1.833417e-01  1.310353e+04
6194.6725  1.979782e-01  1.313214e+04
6194.9290  6.312934e-02  1.287814e+04
6195.1854  2.372185e-03  1.276447e+04
6195.4419 -1.843311e-02  1.272654e+04
6195.6983 -1.449242e-01  1.248887e+04
6195.9547 -1.954023e-01  1.239517e+04
6196.2112 -2.052031e-01  1.237860e+04
6196.4676 -2.410586e-01  1.231292e+04
6196.7240 -1.658180e-01  1.245759e+04
6196.9805  6.956419e-02  1.290537e+04
6197.2369 -1.396773e-02  1.275007e+04
6197.4934  5.619355e-02  1.288569e+04
6197.7498  9.900328e-02  1.296977e+04
6198.0062  5.187095e-02  1.288390e+04
6198.2627  4.135464e-02  1.286748e+04
6198.5191  1.847933e-01  1.314249e+04
6198.7755  1.690796e-01  1.311662e+04
6199.0320  7.472470e-02  1.294220e+04
6199.2884  6.547860e-02  1.292895e+04
6199.5449  1.603348e-01  1.311282e+04
6199.8013  1.008225e-01  1.300487e+04
6200.0577 -5.808824e-02  1.270908e+04
6200.3142 -9.004964e-02  1.265363e+04
6200.5706  1.627757e-01  1.313707e+04
6200.8270  7.772362e-02  1.298155e+04
6201.0835  7.816570e-02  1.298794e+04
6201.3399 -6.803659e-02  1.271711e+04
6201.5964 -1.741405e-01  1.252231e+04
6201.8528 -1.363099e-01  1.259996e+04
6202.1092 -1.606300e-01  1.256021e+04
6202.3657 -2.569964e-01  1.238435e+04
6202.6221 -1.119040e-01  1.266541e+04
6202.8785 -2.404716e-01  1.242897e+04
6203.1350 -4.132465e-01  1.210908e+04
6203.3914 -3.646518e-01  1.220808e+04
6203.6479 -2.693151e-01  1.239567e+04
6203.9043 -2.021299e-01  1.253016e+04
6204.1607 -1.782142e-01  1.258294e+04
6204.4172 -1.606923e-01  1.262378e+04
6204.6736 -1.369517e-01  1.267653e+04
6204.9300 -7.502685e-02  1.280165e+04
6205.1865  4.354224e-02  1.303405e+04
6205.4429  9.582586e-02  1.314121e+04
6205.6994  5.742096e-02  1.307694e+04
6205.9558  2.193777e-02  1.301832e+04
6206.2122 -4.661868e-02  1.289727e+04
6206.4687  1.097938e-02  1.301497e+04
6206.7251  6.647097e-02  1.312881e+04
6206.9815  6.122236e-02  1.312785e+04
6207.2380  1.154005e-01  1.323942e+04
6207.4944  3.658232e-02  1.309952e+04
6207.7509  3.629260e-03  1.304647e+04
6208.0073  1.177732e-01  1.327178e+04
6208.2637  2.253482e-01  1.348475e+04
6208.5202  1.455465e-01  1.334336e+04
6208.7766  4.131136e-02  1.315584e+04
6209.0330 -3.187895e-02  1.302712e+04
6209.2895  1.186547e-01  1.332169e+04
6209.5459  8.164926e-02  1.326157e+04
6209.8024 -1.963579e-02  1.307993e+04
6210.0588  2.989248e-03  1.313275e+04
6210.3152  7.780468e-02  1.328436e+04
6210.5717  1.668404e-01  1.346292e+04
6210.8281  4.590925e-02  1.324436e+04
6211.0845  1.801845e-02  1.320185e+04
6211.3410  6.823681e-02  1.330714e+04
6211.5974  8.092077e-03  1.320371e+04
6211.8539  2.438931e-02  1.324491e+04
6212.1103  7.806184e-02  1.335686e+04
6212.3667 -5.192494e-03  1.320982e+04
6212.6232  1.019749e-01  1.342301e+04
6212.8796  1.441413e-01  1.351328e+04
6213.1360 -5.866095e-02  1.314017e+04
6213.3925 -1.046321e-01  1.306375e+04
6213.6489  8.826309e-03  1.328893e+04
6213.9054 -1.867736e-02  1.324747e+04
6214.1618 -9.368791e-02  1.311615e+04
6214.4182 -4.088301e-02  1.322662e+04
6214.6747  3.456513e-02  1.337992e+04
6214.9311 -9.563681e-02  1.314420e+04
6215.1875  9.513027e-02  1.351564e+04
6215.4440  9.190098e-02  1.352009e+04
6215.7004  3.142040e-02  1.341624e+04
6215.9569 -4.537859e-02  1.328151e+04
6216.2133  1.928852e-02  1.341436e+04
6216.4697  1.429836e-01  1.365884e+04
6216.7262  6.550661e-02  1.352276e+04
6216.9826  6.729732e-02  1.353660e+04
6217.2390  1.224418e-01  1.365134e+04
6217.4955  1.165229e-01  1.365054e+04
6217.7519  3.964546e-02  1.351547e+04
6218.0084 -2.074482e-02  1.341155e+04
6218.2648  2.272228e-02  1.350406e+04
6218.5212  9.380659e-02  1.364876e+04
6218.7777  2.339806e-03  1.348593e+04
6219.0341 -1.156809e-01  1.327283e+04
