# Wavelength Flux(Normalised) Flux(Original)
3847.9830  7.453451e-02  2.929423e+03
3848.3207  7.060350e-02  2.994090e+03
3848.6584  6.623842e-02  3.050496e+03
3848.9961  6.009700e-02  3.089139e+03
3849.3338  5.208850e-02  3.109547e+03
3849.6715  4.146279e-02  3.106482e+03
3850.0092  3.587605e-02  3.135387e+03
3850.3469  1.933200e-02  3.080957e+03
3850.6846  2.542109e-03  3.020679e+03
3851.0223  9.575225e-03  3.128460e+03
3851.3600  1.698605e-02  3.235209e+03
3851.6977  1.458631e-02  3.267531e+03
3852.0354  1.010152e-02  3.281341e+03
3852.3731  1.191719e-02  3.337313e+03
3852.7108  8.326801e-03  3.351081e+03
3853.0485  4.970672e-03  3.363494e+03
3853.3862 -4.041162e-03  3.332166e+03
3853.7239 -1.553480e-02  3.280134e+03
3854.0616 -1.738909e-02  3.295021e+03
3854.3993 -1.636183e-02  3.328165e+03
3854.7370 -1.594537e-02  3.354471e+03
3855.0747 -1.982276e-02  3.347464e+03
3855.4124 -2.812571e-02  3.306302e+03
3855.7501 -3.902621e-02  3.244288e+03
3856.0878 -3.887817e-02  3.260033e+03
3856.4255 -4.035972e-02  3.262114e+03
3856.7632 -4.505998e-02  3.239158e+03
3857.1009 -4.402576e-02  3.255888e+03
3857.4386 -3.371503e-02  3.337965e+03
3857.7763 -1.823239e-02  3.455844e+03
3858.1140 -7.447789e-03  3.538364e+03
3858.4517 -9.347495e-03  3.527953e+03
3858.7894 -1.435243e-02  3.493842e+03
3859.1271 -1.693695e-02  3.475994e+03
3859.4648 -1.143064e-02  3.515418e+03
3859.8025 -5.609668e-03  3.556051e+03
3860.1402 -8.690041e-04  3.587891e+03
3860.4779 -4.417488e-03  3.558968e+03
3860.8156 -4.115352e-03  3.556979e+03
3861.1533 -2.892240e-03  3.560838e+03
3861.4910 -1.092658e-02  3.497130e+03
3861.8287 -1.209861e-02  3.482277e+03
3862.1664 -6.881518e-03  3.512920e+03
3862.5041 -3.502143e-03  3.529724e+03
3862.8418 -5.035182e-03  3.510546e+03
3863.1795 -2.347473e-03  3.521365e+03
3863.5172 -1.326143e-03  3.519732e+03
3863.8549  3.455285e-03  3.544865e+03
3864.1926  4.844434e-03  3.545177e+03
3864.5303  1.080432e-02  3.578194e+03
3864.8680  2.574689e-02  3.675805e+03
3865.2057  2.496363e-02  3.659684e+03
3865.5434  1.782586e-02  3.597518e+03
3865.8811  1.797699e-02  3.587831e+03
3866.2188  2.309898e-02  3.613925e+03
3866.5565  3.275777e-02  3.672699e+03
3866.8942  3.718786e-02  3.693689e+03
3867.2319  3.694267e-02  3.680921e+03
