# Wavelength Flux(Normalised) Flux(Original)
3847.2994  1.203984e-01  9.966133e+02
3847.6370  1.157696e-01  1.025853e+03
3847.9746  9.962794e-02  1.023636e+03
3848.3122  7.793018e-02  1.005174e+03
3848.6498  5.834866e-02  9.900365e+02
3848.9874  4.978945e-02  1.000925e+03
3849.3250  4.225205e-02  1.012507e+03
3849.6626  1.726588e-02  9.779279e+02
3850.0002  8.142382e-03  9.818860e+02
3850.3378  1.100657e-02  1.014605e+03
3850.6755  1.511120e-02  1.048845e+03
3851.0131  1.423878e-02  1.068877e+03
3851.3507  2.155442e-02  1.108207e+03
3851.6883  1.379554e-02  1.107798e+03
3852.0259  4.882356e-05  1.090792e+03
3852.3635 -8.492807e-03  1.085683e+03
3852.7011 -1.006105e-03  1.120024e+03
3853.0387 -3.161913e-03  1.128650e+03
3853.3763 -2.127861e-02  1.095561e+03
3853.7139 -1.979119e-02  1.111164e+03
3854.0515 -1.955834e-02  1.122514e+03
3854.3891 -2.694464e-02  1.113490e+03
3854.7267 -3.130642e-02  1.111180e+03
3855.0643 -3.631103e-02  1.106312e+03
3855.4019 -2.309407e-02  1.146854e+03
3855.7395 -2.205885e-02  1.155608e+03
3856.0771 -2.406883e-02  1.155828e+03
3856.4147 -2.300241e-02  1.163106e+03
3856.7523 -3.469254e-02  1.137255e+03
3857.0899 -3.874998e-02  1.130113e+03
3857.4275 -2.986500e-02  1.155205e+03
3857.7651 -2.235213e-02  1.176201e+03
3858.1027 -3.183898e-03  1.226230e+03
3858.4403 -7.982647e-03  1.214826e+03
3858.7779 -2.970297e-02  1.159920e+03
3859.1155 -1.963936e-02  1.185280e+03
3859.4532 -6.443892e-03  1.218145e+03
3859.7908 -2.481681e-03  1.227129e+03
3860.1284  1.436853e-02  1.268459e+03
3860.4660  2.118772e-02  1.283937e+03
3860.8036  3.821263e-03  1.237627e+03
3861.1412 -5.122907e-03  1.212396e+03
3861.4788 -1.215652e-02  1.191724e+03
3861.8164 -1.214137e-02  1.188689e+03
3862.1540 -5.913774e-03  1.201189e+03
3862.4916  4.323637e-03  1.223648e+03
3862.8292 -1.855414e-02  1.161771e+03
3863.1668 -2.973488e-02  1.129424e+03
3863.5044 -1.599931e-02  1.160210e+03
3863.8420 -2.594888e-03  1.190006e+03
3864.1796  2.235598e-02  1.249005e+03
3864.5172  3.427511e-02  1.274782e+03
3864.8548  2.425601e-02  1.244727e+03
3865.1924  3.282028e-02  1.261801e+03
3865.5300  3.468755e-02  1.261793e+03
3865.8676  2.157104e-02  1.223666e+03
3866.2052  2.013552e-02  1.215175e+03
3866.5428  2.378264e-02  1.219572e+03
3866.8804  3.458058e-02  1.242121e+03
3867.2180  3.424449e-02  1.236383e+03
3867.5556  1.589628e-02  1.184894e+03
3867.8933  1.922672e-02  1.188501e+03
3868.2309  4.193142e-02  1.241361e+03
3868.5685  5.430673e-02  1.268019e+03
3868.9061  4.621893e-02  1.242741e+03
3869.2437  3.123840e-02  1.200010e+03
3869.5813  3.963294e-02  1.216733e+03
3869.9189  6.573117e-02  1.278509e+03
3870.2565  6.647383e-02  1.275951e+03
3870.5941  4.323176e-02  1.212549e+03
3870.9317  3.917029e-02  1.197973e+03
3871.2693  4.855610e-02  1.217665e+03
3871.6069  5.459547e-02  1.228964e+03
3871.9445  5.695546e-02  1.231030e+03
3872.2821  5.231932e-02  1.215443e+03
3872.6197  6.214587e-02  1.236724e+03
3872.9573  7.686675e-02  1.270568e+03
3873.2949  5.564448e-02  1.213231e+03
3873.6325  3.828660e-02  1.165849e+03
3873.9701  3.838094e-02  1.162946e+03
3874.3077  3.665234e-02  1.155556e+03
3874.6453  3.364012e-02  1.145052e+03
3874.9829  3.467130e-02  1.144971e+03
3875.3205  4.044942e-02  1.157101e+03
3875.6581  4.827123e-02  1.174578e+03
3875.9957  4.683815e-02  1.168699e+03
3876.3334  3.343154e-02  1.132558e+03
3876.6710  3.667079e-02  1.138866e+03
3877.0086  3.664475e-02  1.137039e+03
3877.3462  5.029487e-02  1.170119e+03
3877.6838  4.518393e-02  1.155697e+03
3878.0214  2.306554e-02  1.098229e+03
3878.3590  1.312051e-02  1.071852e+03
3878.6966  1.077888e-02  1.064955e+03
3879.0342  1.511239e-03  1.040625e+03
3879.3718 -6.462279e-03  1.019746e+03
3879.7094  8.666347e-03  1.057721e+03
3880.0470  1.247735e-02  1.067106e+03
3880.3846  2.573933e-03  1.041810e+03
3880.7222 -9.035036e-03  1.012342e+03
3881.0598 -2.117717e-02  9.816793e+02
3881.3974 -1.476622e-02  9.983100e+02
3881.7350 -8.201215e-03  1.015490e+03
3882.0726 -8.684266e-03  1.014920e+03
3882.4102 -2.765976e-02  9.675234e+02
3882.7478 -5.412599e-02  9.012500e+02
3883.0854 -5.381510e-02  9.031565e+02
3883.4230 -4.480156e-02  9.273223e+02
3883.7606 -5.393860e-02  9.055237e+02
3884.0982 -8.066414e-02  8.391869e+02
3884.4358 -9.977882e-02  7.923298e+02
3884.7734 -1.084259e-01  7.722082e+02
3885.1111 -1.279529e-01  7.245853e+02
3885.4487 -1.278961e-01  7.268535e+02
3885.7863 -1.211046e-01  7.463666e+02
3886.1239 -1.289862e-01  7.287353e+02
3886.4615 -1.596023e-01  6.534763e+02
3886.7991 -1.852088e-01  5.910728e+02
3887.1367 -1.929803e-01  5.741049e+02
3887.4743 -2.018226e-01  5.545399e+02
3887.8119 -2.186780e-01  5.147375e+02
3888.1495 -2.389743e-01  4.663110e+02
3888.4871 -2.512795e-01  4.383015e+02
3888.8247 -2.619636e-01  4.145225e+02
3889.1623 -2.593371e-01  4.246695e+02
3889.4999 -2.466159e-01  4.605692e+02
3889.8375 -2.352547e-01  4.931178e+02
3890.1751 -2.169162e-01  5.434939e+02
3890.5127 -2.237760e-01  5.299512e+02
3890.8503 -2.234290e-01  5.348131e+02
3891.1879 -2.240846e-01  5.372207e+02
3891.5255 -2.002169e-01  6.020206e+02
3891.8631 -1.884034e-01  6.362836e+02
3892.2007 -1.866930e-01  6.449634e+02
3892.5383 -1.683766e-01  6.959127e+02
3892.8759 -1.462526e-01  7.566141e+02
3893.2135 -1.411925e-01  7.740396e+02
3893.5512 -1.366348e-01  7.902612e+02
3893.8888 -1.382917e-01  7.907649e+02
3894.2264 -1.352186e-01  8.033521e+02
3894.5640 -1.164440e-01  8.558940e+02
3894.9016 -1.091161e-01  8.794168e+02
3895.2392 -8.736678e-02  9.396365e+02
3895.5768 -6.542620e-02  1.000398e+03
3895.9144 -6.775180e-02  9.995637e+02
3896.2520 -6.121359e-02  1.021299e+03
3896.5896 -5.991316e-02  1.029775e+03
3896.9272 -5.936280e-02  1.036390e+03
3897.2648 -4.548523e-02  1.076906e+03
3897.6024 -4.339718e-02  1.087511e+03
3897.9400 -5.200058e-02  1.070990e+03
3898.2776 -3.913934e-02  1.109036e+03
3898.6152 -2.607847e-02  1.147621e+03
3898.9528 -2.121071e-02  1.165420e+03
3899.2904 -2.745739e-02  1.155010e+03
3899.6280 -1.937474e-02  1.181029e+03
3899.9656 -2.079064e-02  1.182938e+03
3900.3032 -2.145998e-02  1.186764e+03
3900.6408 -7.757935e-03  1.227118e+03
3900.9784 -6.561165e-05  1.252219e+03
3901.3160  2.091319e-03  1.263270e+03
3901.6536  1.071527e-02  1.290761e+03
3901.9912  2.435502e-02  1.331004e+03
3902.3289  1.855756e-02  1.321871e+03
3902.6665  7.004163e-03  1.298119e+03
3903.0041  2.396682e-02  1.346815e+03
3903.3417  2.314100e-02  1.350318e+03
3903.6793  2.885295e-02  1.370429e+03
3904.0169  4.158510e-02  1.408370e+03
3904.3545  3.113810e-02  1.387418e+03
3904.6921  2.313510e-02  1.372667e+03
3905.0297  3.352822e-02  1.404641e+03
3905.3673  3.517720e-02  1.414389e+03
3905.7049  4.246505e-02  1.438449e+03
3906.0425  4.259364e-02  1.444306e+03
3906.3801  3.733196e-02  1.436451e+03
3906.7177  3.980224e-02  1.448220e+03
3907.0553  3.629090e-02  1.444773e+03
3907.3929  3.820138e-02  1.455078e+03
3907.7305  4.572540e-02  1.479621e+03
3908.0681  3.642250e-02  1.461390e+03
3908.4057  1.421729e-02  1.410353e+03
3908.7433  1.096782e-02  1.407447e+03
3909.0809  2.487784e-02  1.448105e+03
3909.4185  3.470193e-02  1.478353e+03
3909.7561  3.999787e-02  1.497065e+03
3910.0937  4.968538e-02  1.526900e+03
3910.4313  4.728276e-02  1.525986e+03
3910.7690  6.366926e-02  1.572771e+03
3911.1066  6.155164e-02  1.572509e+03
3911.4442  5.195393e-02  1.553206e+03
3911.7818  5.929408e-02  1.576896e+03
3912.1194  6.213085e-02  1.589105e+03
3912.4570  6.027684e-02  1.589356e+03
3912.7946  4.301878e-02  1.550431e+03
3913.1322  3.544162e-02  1.536058e+03
3913.4698  1.958757e-02  1.500614e+03
3913.8074 -1.187840e-02  1.425463e+03
3914.1450  3.840203e-03  1.470142e+03
3914.4826  3.916740e-02  1.564592e+03
3914.8202  3.762833e-02  1.565335e+03
3915.1578  3.224646e-02  1.556269e+03
3915.4954  3.190480e-02  1.559959e+03
3915.8330  3.829231e-02  1.580698e+03
3916.1706  4.040064e-02  1.590516e+03
3916.5082  3.815174e-02  1.589216e+03
3916.8458  3.402857e-02  1.583104e+03
3917.1834  2.931335e-02  1.575438e+03
3917.5210  2.751890e-02  1.575142e+03
3917.8586  2.473610e-02  1.572284e+03
3918.1962  1.450043e-02  1.550440e+03
3918.5338  2.157552e-02  1.572524e+03
3918.8714  3.747484e-02  1.616975e+03
3919.2090  2.885996e-02  1.599094e+03
3919.5467  2.284766e-02  1.587773e+03
3919.8843  3.156172e-02  1.613812e+03
3920.2219  2.927219e-02  1.611844e+03
3920.5595  3.078994e-02  1.619496e+03
3920.8971  3.385840e-02  1.631035e+03
3921.2347  3.373376e-02  1.634409e+03
3921.5723  3.373890e-02  1.638060e+03
3921.9099  3.188137e-02  1.636926e+03
3922.2475  4.980376e-02  1.685991e+03
3922.5851  5.039806e-02  1.690981e+03
3922.9227  3.531263e-02  1.656083e+03
3923.2603  2.440944e-02  1.631758e+03
3923.5979  3.957763e-02  1.673616e+03
3923.9355  4.895847e-02  1.700719e+03
3924.2731  4.598426e-02  1.696382e+03
3924.6107  4.429462e-02  1.695256e+03
3924.9483  3.793865e-02  1.682224e+03
3925.2859  3.019462e-02  1.665614e+03
3925.6235  3.188111e-02  1.672912e+03
3925.9611  4.102845e-02  1.699113e+03
3926.2987  5.104451e-02  1.727472e+03
3926.6363  4.622459e-02  1.718089e+03
3926.9739  4.071105e-02  1.706895e+03
3927.3115  1.375826e-02  1.641183e+03
3927.6491  1.040253e-02  1.635373e+03
3927.9868  1.402183e-02  1.647234e+03
3928.3244  8.397632e-03  1.635564e+03
3928.6620  7.711888e-03  1.636393e+03
3928.9996  2.188166e-02  1.674917e+03
3929.3372  3.712468e-02  1.716120e+03
3929.6748  3.745813e-02  1.719399e+03
3930.0124  2.002139e-02  1.677486e+03
3930.3500  1.780933e-02  1.674208e+03
3930.6876  2.166334e-02  1.686297e+03
3931.0252  2.006602e-02  1.684492e+03
3931.3628  1.077094e-02  1.663088e+03
3931.7004 -1.240240e-02  1.606383e+03
3932.0380 -4.259567e-03  1.629196e+03
3932.3756  2.044149e-03  1.647295e+03
3932.7132 -2.156967e-02  1.589348e+03
3933.0508 -5.107686e-02  1.516387e+03
3933.3884 -5.069989e-02  1.519310e+03
3933.7260 -5.243648e-02  1.516824e+03
3934.0636 -7.321083e-02  1.465934e+03
3934.4012 -8.287589e-02  1.443230e+03
3934.7388 -7.978515e-02  1.452896e+03
3935.0764 -5.649962e-02  1.513833e+03
3935.4140 -3.941502e-02  1.558980e+03
3935.7516 -1.340220e-02  1.626775e+03
3936.0892  1.079720e-02  1.689930e+03
3936.4268 -2.048423e-03  1.658937e+03
3936.7645 -1.229370e-02  1.634519e+03
3937.1021  5.028217e-03  1.680104e+03
3937.4397  2.730212e-02  1.738240e+03
3937.7773  3.471766e-02  1.758597e+03
3938.1149  3.367552e-02  1.757439e+03
3938.4525  2.566226e-02  1.738541e+03
3938.7901  1.996222e-02  1.725493e+03
3939.1277  2.656019e-02  1.743661e+03
3939.4653  1.830774e-02  1.724075e+03
3939.8029  1.383461e-02  1.714066e+03
3940.1405  2.115895e-02  1.734004e+03
3940.4781  2.204150e-02  1.737553e+03
3940.8157  1.843062e-03  1.687522e+03
3941.1533  2.019731e-02  1.735413e+03
3941.4909  5.064636e-02  1.814011e+03
3941.8285  2.878691e-02  1.759696e+03
3942.1661  1.361530e-02  1.722352e+03
3942.5037  3.150178e-02  1.768975e+03
3942.8413  3.584971e-02  1.781185e+03
3943.1789  2.527947e-02  1.755477e+03
3943.5165  2.137185e-02  1.746679e+03
3943.8541  7.058865e-03  1.711430e+03
3944.1917  2.386140e-03  1.700658e+03
3944.5293  2.794253e-02  1.766670e+03
3944.8669  2.058577e-02  1.749051e+03
3945.2046  8.279085e-04  1.699915e+03
3945.5422  3.865487e-03  1.708679e+03
3945.8798  1.684448e-02  1.742689e+03
3946.2174  1.776683e-02  1.746058e+03
3946.5550  1.324749e-02  1.735594e+03
3946.8926  2.338360e-02  1.762353e+03
3947.2302  1.481881e-02  1.741594e+03
3947.5678 -1.299206e-03  1.701638e+03
3947.9054  1.330480e-02  1.739727e+03
3948.2430  1.716733e-02  1.750521e+03
3948.5806  2.953135e-02  1.782908e+03
3948.9182  3.160367e-02  1.789145e+03
3949.2558  2.128800e-02  1.763906e+03
3949.5934  1.377867e-02  1.745795e+03
3949.9310  1.548879e-02  1.751103e+03
3950.2686  2.106109e-02  1.766223e+03
3950.6062  1.766785e-02  1.758564e+03
3950.9438  5.952855e-03  1.729764e+03
3951.2814  1.130200e-02  1.744317e+03
3951.6190  1.770070e-02  1.761538e+03
3951.9566  1.942517e-02  1.766886e+03
3952.2942  2.018834e-02  1.769795e+03
