# Wavelength Flux(Normalised) Flux(Original)
5986.8764  1.686977e-01  3.053340e+04
5987.2767  1.651001e-01  3.064242e+04
5987.6770  1.201020e-01  3.039695e+04
5988.0773  1.239736e-01  3.055662e+04
5988.4775  1.123430e-01  3.058012e+04
5988.8778  1.033040e-01  3.061985e+04
5989.2781  8.414529e-02  3.056908e+04
5989.6784  6.580374e-02  3.052002e+04
5990.0787  6.511764e-02  3.061452e+04
5990.4790  4.581654e-02  3.054763e+04
5990.8793  5.993719e-02  3.075730e+04
5991.2796  4.198188e-02  3.069269e+04
5991.6799  6.247974e-02  3.094732e+04
5992.0802  8.330400e-02  3.120060e+04
5992.4805  3.107185e-02  3.083532e+04
5992.8808  1.194910e-02  3.074482e+04
5993.2811  2.777582e-02  3.094472e+04
5993.6814  8.539570e-03  3.084616e+04
5994.0817 -7.587294e-03  3.077043e+04
5994.4820  2.206296e-03  3.090957e+04
5994.8823  3.560213e-03  3.097465e+04
5995.2825 -1.047337e-02  3.090735e+04
5995.6828 -2.579757e-02  3.082639e+04
5996.0831  5.317174e-03  3.113345e+04
5996.4834 -6.061992e-03  3.108045e+04
5996.8837 -2.138815e-03  3.115376e+04
5997.2840  7.058053e-03  3.126910e+04
5997.6843 -1.945508e-02  3.108181e+04
5998.0846 -2.633648e-02  3.105757e+04
5998.4849 -1.383795e-02  3.119436e+04
5998.8852 -1.571941e-02  3.120827e+04
5999.2855 -3.115169e-02  3.110637e+04
5999.6858 -1.236003e-02  3.129068e+04
6000.0861  5.203396e-03  3.146302e+04
6000.4864 -4.570652e-02  3.105777e+04
6000.8867 -5.318018e-02  3.101649e+04
6001.2870 -1.374820e-02  3.136845e+04
6001.6873 -3.704014e-02  3.119142e+04
6002.0876 -2.322450e-02  3.132537e+04
6002.4878 -6.018866e-03  3.148669e+04
6002.8881 -8.390325e-03  3.148223e+04
6003.2884 -1.228600e-02  3.146396e+04
6003.6887 -2.669218e-02  3.135631e+04
6004.0890 -5.364806e-02  3.114222e+04
6004.4893 -4.195292e-02  3.125249e+04
6004.8896 -1.255965e-02  3.151089e+04
6005.2899 -1.789448e-02  3.147644e+04
6005.6902 -3.423832e-02  3.134873e+04
6006.0905 -4.826198e-02  3.123995e+04
6006.4908 -5.198045e-02  3.121734e+04
6006.8911 -5.624104e-02  3.118968e+04
6007.2914 -3.266130e-02  3.139579e+04
6007.6917 -1.984582e-02  3.151096e+04
6008.0920 -3.350162e-02  3.140307e+04
6008.4923 -4.596182e-02  3.130494e+04
6008.8926 -3.233825e-02  3.142597e+04
6009.2928 -5.224870e-02  3.126466e+04
6009.6931 -4.678215e-02  3.131665e+04
6010.0934 -5.076778e-02  3.128896e+04
6010.4937 -5.388515e-02  3.126845e+04
6010.8940 -6.189413e-02  3.120669e+04
6011.2943 -5.080944e-02  3.130550e+04
6011.6946 -4.035760e-02  3.139896e+04
6012.0949 -2.902128e-02  3.149985e+04
6012.4952 -1.063084e-02  3.166011e+04
6012.8955 -5.508713e-03  3.170879e+04
6013.2958 -1.902496e-02  3.160074e+04
6013.6961 -2.575005e-02  3.154991e+04
6014.0964  2.427573e-04  3.177445e+04
6014.4967  3.985040e-02  3.211367e+04
6014.8970  3.635022e-02  3.209037e+04
6015.2973  1.510104e-02  3.191793e+04
6015.6976  4.144184e-02  3.214604e+04
6016.0979  3.059452e-02  3.206150e+04
6016.4981  1.247755e-02  3.191602e+04
6016.8984  2.864046e-03  3.184231e+04
6017.2987 -2.593069e-03  3.180382e+04
6017.6990  3.357195e-02  3.211576e+04
6018.0993  6.707329e-02  3.240555e+04
6018.4996  4.811846e-02  3.225431e+04
6018.8999  2.811102e-02  3.209451e+04
6019.3002  5.273634e-02  3.231051e+04
6019.7005  9.124967e-03  3.195274e+04
6020.1008  1.077637e-03  3.189448e+04
6020.5011  1.781663e-02  3.204507e+04
6020.9014  2.347123e-02  3.210274e+04
6021.3017  2.267348e-02  3.210646e+04
6021.7020  3.025642e-02  3.218103e+04
6022.1023  2.097233e-02  3.211404e+04
6022.5026  1.889770e-02  3.210805e+04
6022.9029  4.202552e-03  3.199623e+04
6023.3031  4.988527e-02  3.239272e+04
6023.7034  4.343003e-02  3.235093e+04
6024.1037  8.421841e-03  3.206928e+04
6024.5040  3.595515e-02  3.231415e+04
6024.9043  6.630357e-02  3.258306e+04
6025.3046  2.739261e-02  3.226965e+04
6025.7049  2.563916e-02  3.226921e+04
