# Wavelength Flux(Normalised) Flux(Original)
3847.2604  1.799649e-01  2.576916e+03
3847.5980  1.703874e-01  2.637797e+03
3847.9356  1.388064e-01  2.598486e+03
3848.2732  1.185202e-01  2.602606e+03
3848.6108  1.105713e-01  2.654835e+03
3848.9484  9.831914e-02  2.683677e+03
3849.2860  7.729892e-02  2.670079e+03
3849.6235  6.546156e-02  2.691535e+03
3849.9611  5.607415e-02  2.719214e+03
3850.2987  5.001008e-02  2.757042e+03
3850.6363  4.839546e-02  2.810028e+03
3850.9739  3.898279e-02  2.825572e+03
3851.3115  1.885597e-02  2.791265e+03
3851.6491  7.544749e-03  2.791377e+03
3851.9867  4.984085e-03  2.825771e+03
3852.3243 -2.819800e-03  2.834308e+03
3852.6619 -5.631304e-03  2.861213e+03
3852.9994 -6.203380e-03  2.894759e+03
3853.3370 -1.360730e-02  2.895998e+03
3853.6746 -1.899865e-02  2.903152e+03
3854.0122 -3.178087e-02  2.875836e+03
3854.3498 -5.258507e-02  2.811448e+03
3854.6874 -5.487992e-02  2.824385e+03
3855.0250 -4.421369e-02  2.890858e+03
3855.3626 -4.664231e-02  2.898738e+03
3855.7002 -5.257196e-02  2.889454e+03
3856.0378 -4.662541e-02  2.929343e+03
3856.3753 -3.992982e-02  2.970573e+03
3856.7129 -4.586467e-02  2.955606e+03
3857.0505 -4.750697e-02  2.957430e+03
3857.3881 -3.605152e-02  3.014061e+03
3857.7257 -3.865500e-02  3.008608e+03
3858.0633 -4.318555e-02  2.993412e+03
3858.4009 -3.466741e-02  3.033062e+03
3858.7385 -1.676835e-02  3.111835e+03
3859.0761 -1.845218e-02  3.105048e+03
3859.4137 -1.425198e-02  3.122470e+03
3859.7513 -1.458254e-02  3.119311e+03
3860.0888 -2.861837e-02  3.056119e+03
3860.4264 -2.959358e-02  3.048255e+03
3860.7640 -3.099253e-02  3.037697e+03
3861.1016 -2.606284e-02  3.053593e+03
3861.4392 -1.448465e-02  3.097380e+03
3861.7768 -2.580349e-03  3.141882e+03
3862.1144 -2.782364e-03  3.133600e+03
3862.4520 -1.631054e-02  3.067334e+03
3862.7896 -9.791067e-03  3.086892e+03
3863.1272 -4.334330e-02  2.933360e+03
3863.4647 -3.102439e-02  2.976982e+03
3863.8023  1.364664e-02  3.159570e+03
3864.1399  3.064636e-02  3.222620e+03
3864.4775  2.989862e-02  3.208920e+03
3864.8151  2.582538e-02  3.180632e+03
3865.1527  2.717824e-02  3.175493e+03
3865.4903  2.676503e-02  3.162560e+03
3865.8279  2.154320e-02  3.128763e+03
3866.1655  4.253520e-02  3.207764e+03
3866.5031  5.348508e-02  3.243424e+03
3866.8407  5.484643e-02  3.237729e+03
3867.1782  5.095896e-02  3.209402e+03
3867.5158  6.255898e-02  3.247792e+03
3867.8534  7.381749e-02  3.284743e+03
3868.1910  7.086589e-02  3.260543e+03
3868.5286  6.914710e-02  3.241737e+03
3868.8662  7.284167e-02  3.246356e+03
3869.2038  7.191424e-02  3.231195e+03
3869.5414  7.939403e-02  3.252397e+03
3869.8790  7.898977e-02  3.239811e+03
3870.2166  8.723948e-02  3.264690e+03
3870.5541  9.391069e-02  3.282978e+03
3870.8917  8.931242e-02  3.252947e+03
3871.2293  8.596236e-02  3.228533e+03
3871.5669  8.796284e-02  3.227423e+03
3871.9045  9.895062e-02  3.265294e+03
3872.2421  1.125443e-01  3.314674e+03
3872.5797  1.033564e-01  3.266218e+03
3872.9173  9.469075e-02  3.220319e+03
3873.2549  9.261703e-02  3.203132e+03
3873.5925  8.687446e-02  3.170469e+03
3873.9301  8.653006e-02  3.161396e+03
3874.2676  8.155326e-02  3.132713e+03
3874.6052  7.065368e-02  3.078872e+03
3874.9428  6.102908e-02  3.030883e+03
3875.2804  5.820163e-02  3.012539e+03
3875.6180  7.569385e-02  3.082093e+03
3875.9556  8.309550e-02  3.108560e+03
3876.2932  6.105245e-02  3.008576e+03
3876.6308  5.729888e-02  2.987760e+03
3876.9684  5.354566e-02  2.967334e+03
3877.3060  3.364572e-02  2.877749e+03
3877.6435  4.287899e-02  2.914048e+03
3877.9811  4.540934e-02  2.921871e+03
3878.3187  3.429144e-02  2.871301e+03
3878.6563  2.912765e-02  2.846777e+03
3878.9939  2.651830e-02  2.833655e+03
3879.3315  1.896309e-02  2.799628e+03
3879.6691  1.232493e-02  2.769948e+03
3880.0067 -9.544859e-03  2.675057e+03
3880.3443 -2.280633e-02  2.617642e+03
3880.6819 -2.263789e-02  2.618470e+03
3881.0194 -3.305565e-02  2.574091e+03
3881.3570 -4.539723e-02  2.521816e+03
3881.6946 -5.480167e-02  2.482581e+03
3882.0322 -6.526762e-02  2.439158e+03
3882.3698 -7.211207e-02  2.411717e+03
3882.7074 -8.135143e-02  2.374339e+03
3883.0450 -9.176514e-02  2.332276e+03
3883.3826 -1.015061e-01  2.293483e+03
3883.7202 -1.126798e-01  2.248885e+03
3884.0578 -1.294480e-01  2.180551e+03
3884.3954 -1.491903e-01  2.099763e+03
3884.7329 -1.654899e-01  2.034158e+03
3885.0705 -1.753987e-01  1.996430e+03
3885.4081 -2.041976e-01  1.877675e+03
3885.7457 -2.379042e-01  1.738118e+03
3886.0833 -2.501939e-01  1.691145e+03
3886.4209 -2.628651e-01  1.642855e+03
3886.7585 -2.812366e-01  1.570332e+03
3887.0961 -3.050586e-01  1.474646e+03
3887.4337 -3.170853e-01  1.430076e+03
3887.7713 -3.369977e-01  1.351840e+03
3888.1088 -3.577343e-01  1.270351e+03
3888.4464 -3.612835e-01  1.263186e+03
3888.7840 -3.609434e-01  1.273056e+03
3889.1216 -3.651497e-01  1.263621e+03
3889.4592 -3.698999e-01  1.252112e+03
3889.7968 -3.651185e-01  1.281924e+03
3890.1344 -3.522516e-01  1.346821e+03
